1,1,22000,"failed","card_expired","2018-10-2"
2,1,22000,"success","","2018-10-3"
3,2,22000,"failed","insufficient_funds","2019-10-3"
4,2,22000,"failed","insufficient_funds","2019-10-4"
5,2,22000,"failed","insufficient_funds","2019-10-5"
6,2,22000,"failed","insufficient_funds","2019-10-6"
7,2,22000,"failed","insufficient_funds","2019-10-7"
8,2,22000,"failed","insufficient_funds","2019-10-8"
9,2,22000,"failed","insufficient_funds","2019-10-9"
10,2,22000,"failed","insufficient_funds","2019-10-10"
11,2,22000,"failed","insufficient_funds","2019-10-11"
12,2,22000,"failed","insufficient_funds","2019-10-12"
13,2,22000,"failed","insufficient_funds","2019-10-13"
14,2,22000,"failed","insufficient_funds","2019-10-14"
15,2,22000,"failed","insufficient_funds","2019-10-15"
16,2,22000,"failed","insufficient_funds","2019-10-16"
17,2,22000,"failed","insufficient_funds","2019-10-17"
18,3,3200,"success","","2017-6-24"
19,4,3200,"failed","unknown_error","2017-7-24"
20,4,3200,"failed","unknown_error","2017-7-25"
21,4,3200,"failed","unknown_error","2017-7-26"
22,4,3200,"failed","unknown_error","2017-7-27"
23,4,3200,"failed","unknown_error","2017-7-28"
24,4,3200,"failed","unknown_error","2017-7-29"
25,4,3200,"failed","unknown_error","2017-7-30"
26,4,3200,"failed","unknown_error","2017-7-31"
27,4,3200,"failed","unknown_error","2017-8-1"
28,4,3200,"failed","unknown_error","2017-8-2"
29,4,3200,"failed","unknown_error","2017-8-3"
30,4,3200,"failed","unknown_error","2017-8-4"
31,4,3200,"failed","unknown_error","2017-8-5"
32,4,3200,"failed","unknown_error","2017-8-6"
33,4,3200,"failed","unknown_error","2017-8-7"
34,5,3200,"failed","card_expired","2017-9-10"
35,5,3200,"failed","card_expired","2017-9-11"
36,5,3200,"failed","card_expired","2017-9-12"
37,5,3200,"failed","card_expired","2017-9-13"
38,5,3200,"failed","card_expired","2017-9-14"
39,5,3200,"failed","card_expired","2017-9-15"
40,5,3200,"failed","card_expired","2017-9-16"
41,5,3200,"failed","card_expired","2017-9-17"
42,5,3200,"failed","card_expired","2017-9-18"
43,5,3200,"failed","card_expired","2017-9-19"
44,5,3200,"failed","card_expired","2017-9-20"
45,5,3200,"failed","card_expired","2017-9-21"
46,5,3200,"failed","card_expired","2017-9-22"
47,5,3200,"failed","card_expired","2017-9-23"
48,5,3200,"failed","card_expired","2017-9-24"
49,6,22000,"success","","2019-1-3"
50,7,22000,"success","","2017-2-2"
51,8,22000,"success","","2018-2-2"
52,9,22000,"success","","2019-2-2"
53,10,22000,"success","","2017-9-7"
54,11,22000,"success","","2018-9-7"
55,12,22000,"failed","unknown_error","2019-9-7"
56,12,22000,"failed","unknown_error","2019-9-8"
57,12,22000,"failed","unknown_error","2019-9-9"
